2808,0,2
K( 76),6.000000,0.000000
K( 77),0.000000,0.000000
K( 78),0.000000,0.000000
K( 79),6.000000,0.000000
K( 80),0.000000,0.000000
K( 81),0.000000,0.000000
K( 82),0.000000,0.000000
K( 83),0.000000,0.000000
K( 84),6.000000,0.000000
K( 85),0.000000,0.000000
K( 86),0.000000,0.000000
K( 87),0.000000,0.000000
K( 88),6.000000,0.000000
K( 89),0.000000,0.000000
K( 90),0.000000,0.000000
K( 91),0.000000,0.000000
K( 92),6.000000,0.000000
K( 93),0.000000,0.000000
K( 94),0.000000,0.000000
K( 95),0.000000,0.000000
K( 96),0.000000,0.000000
K( 97),0.000000,0.000000
K( 98),0.000000,0.000000
K( 99),0.000000,0.000000
K( 100),0.000000,0.000000
K( 101),6.000000,0.000000
K( 102),0.000000,0.000000
K( 103),0.000000,0.000000
K( 104),0.000000,0.000000
K( 105),0.000000,0.000000
K( 106),0.000000,0.000000
K( 107),0.000000,0.000000
K( 108),6.000000,0.000000
K( 109),0.000000,0.000000
K( 110),0.000000,0.000000
K( 111),0.000000,0.000000
K( 112),0.000000,0.000000
K( 113),6.000000,0.000000
K( 114),0.000000,0.000000
K( 115),6.000000,0.000000
K( 116),0.000000,0.000000
K( 117),0.000000,0.000000
K( 118),6.000000,0.000000
K( 119),0.000000,0.000000
K( 120),0.000000,0.000000
K( 121),6.000000,0.000000
K( 122),0.000000,0.000000
K( 123),0.000000,0.000000
K( 124),0.000000,0.000000
K( 125),0.000000,0.000000
K( 126),6.000000,0.000000
K( 127),0.000000,0.000000
K( 128),0.000000,0.000000
K( 129),6.000000,0.000000
K( 130),0.000000,0.000000
K( 131),0.000000,0.000000
K( 132),0.000000,0.000000
K( 133),0.000000,0.000000
K( 134),0.000000,0.000000
K( 135),6.000000,0.000000
K( 136),0.000000,0.000000
K( 137),0.000000,0.000000
K( 138),6.000000,0.000000
K( 139),0.000000,0.000000
K( 140),6.000000,0.000000
K( 141),0.000000,0.000000
K( 142),0.000000,0.000000
K( 143),6.000000,0.000000
K( 144),0.000000,0.000000
K( 145),0.000000,0.000000
K( 146),6.000000,0.000000
K( 147),0.000000,0.000000
K( 148),6.000000,0.000000
K( 149),0.000000,0.000000
K( 150),0.000000,0.000000
K( 151),6.000000,0.000000
K( 152),0.000000,0.000000
K( 153),0.000000,0.000000
K( 154),6.000000,0.000000
K( 155),0.000000,0.000000
K( 156),0.000000,0.000000
K( 157),0.000000,0.000000
K( 158),0.000000,0.000000
K( 159),0.000000,0.000000
K( 160),0.000000,0.000000
K( 161),0.000000,0.000000
K( 162),0.000000,0.000000
K( 163),0.000000,0.000000
K( 164),6.000000,0.000000
K( 165),0.000000,0.000000
K( 166),0.000000,0.000000
K( 167),0.000000,0.000000
K( 168),0.000000,0.000000
K( 169),6.000000,0.000000
K( 170),0.000000,0.000000
K( 171),0.000000,0.000000
K( 172),0.000000,0.000000
K( 173),0.000000,0.000000
K( 174),6.000000,0.000000
K( 175),0.000000,0.000000
K( 176),0.000000,0.000000
K( 177),6.000000,0.000000
K( 178),0.000000,0.000000
K( 179),0.000000,0.000000
K( 180),6.000000,0.000000
V( 1),4.000000,0.000000
V( 2),8.000000,0.000000
V( 3),8.000000,0.000000
V( 4),4.000000,0.000000
V( 5),4.000000,0.000000
V( 6),4.000000,0.000000
V( 7),8.000000,0.000000
V( 8),4.000000,0.000000
V( 9),4.000000,0.000000
V( 10),4.000000,0.000000
V( 11),4.000000,0.000000
V( 12),4.000000,0.000000
V( 13),4.000000,0.000000
V( 14),4.000000,0.000000
V( 15),4.000000,0.000000
V( 16),4.000000,0.000000
V( 17),4.000000,0.000000
V( 18),8.000000,0.000000
V( 19),4.000000,0.000000
V( 20),4.000000,0.000000
V( 21),4.000000,0.000000
V( 22),4.000000,0.000000
V( 23),4.000000,0.000000
V( 24),8.000000,0.000000
V( 25),4.000000,0.000000
V( 26),8.000000,0.000000
V( 27),8.000000,0.000000
V( 28),4.000000,0.000000
V( 29),4.000000,0.000000
V( 30),4.000000,0.000000
V( 31),8.000000,0.000000
V( 32),8.000000,0.000000
V( 33),4.000000,0.000000
V( 34),8.000000,0.000000
V( 35),8.000000,0.000000
V( 36),8.000000,0.000000
V( 37),8.000000,0.000000
V( 38),4.000000,0.000000
V( 39),8.000000,0.000000
V( 40),8.000000,0.000000
V( 41),8.000000,0.000000
V( 42),4.000000,0.000000
V( 43),4.000000,0.000000
V( 44),4.000000,0.000000
V( 45),4.000000,0.000000
V( 46),4.000000,0.000000
V( 47),4.000000,0.000000
V( 48),4.000000,0.000000
V( 49),8.000000,0.000000
V( 50),4.000000,0.000000
V( 51),8.000000,0.000000
V( 52),8.000000,0.000000
V( 53),8.000000,0.000000
V( 54),8.000000,0.000000
V( 55),8.000000,0.000000
V( 56),4.000000,0.000000
V( 57),4.000000,0.000000
V( 58),4.000000,0.000000
V( 59),8.000000,0.000000
V( 60),8.000000,0.000000
V( 61),4.000000,0.000000
V( 62),4.000000,0.000000
V( 63),8.000000,0.000000
V( 64),4.000000,0.000000
V( 65),4.000000,0.000000
V( 66),4.000000,0.000000
V( 67),4.000000,0.000000
V( 68),4.000000,0.000000
V( 69),8.000000,0.000000
V( 70),8.000000,0.000000
V( 71),8.000000,0.000000
V( 72),8.000000,0.000000
V( 73),4.000000,0.000000
V( 74),4.000000,0.000000
V( 75),8.000000,0.000000
V( 76),8.000000,0.000000
V( 77),4.000000,0.000000
V( 78),8.000000,0.000000
V( 79),8.000000,0.000000
V( 80),4.000000,0.000000
V( 81),8.000000,0.000000
V( 82),8.000000,0.000000
V( 83),8.000000,0.000000
V( 84),8.000000,0.000000
V( 85),4.000000,0.000000
V( 86),4.000000,0.000000
V( 87),4.000000,0.000000
V( 88),8.000000,0.000000
V( 89),4.000000,0.000000
V( 90),4.000000,0.000000
V( 91),8.000000,0.000000
V( 92),8.000000,0.000000
V( 93),4.000000,0.000000
V( 94),4.000000,0.000000
V( 95),4.000000,0.000000
V( 96),4.000000,0.000000
V( 97),4.000000,0.000000
V( 98),4.000000,0.000000
V( 99),4.000000,0.000000
V( 100),8.000000,0.000000
V( 101),8.000000,0.000000
V( 102),4.000000,0.000000
V( 103),8.000000,0.000000
V( 104),8.000000,0.000000
V( 105),8.000000,0.000000
V( 106),8.000000,0.000000
V( 107),8.000000,0.000000
V( 108),8.000000,0.000000
V( 109),4.000000,0.000000
V( 110),4.000000,0.000000
V( 111),4.000000,0.000000
V( 112),4.000000,0.000000
V( 113),8.000000,0.000000
V( 114),4.000000,0.000000
V( 115),8.000000,0.000000
V( 116),4.000000,0.000000
V( 117),8.000000,0.000000
V( 118),8.000000,0.000000
V( 119),4.000000,0.000000
V( 120),4.000000,0.000000
V( 121),8.000000,0.000000
V( 122),4.000000,0.000000
V( 123),8.000000,0.000000
V( 124),8.000000,0.000000
V( 125),8.000000,0.000000
V( 126),8.000000,0.000000
V( 127),4.000000,0.000000
V( 128),4.000000,0.000000
V( 129),8.000000,0.000000
V( 130),4.000000,0.000000
V( 131),4.000000,0.000000
V( 132),4.000000,0.000000
V( 133),4.000000,0.000000
V( 134),4.000000,0.000000
V( 135),8.000000,0.000000
V( 136),4.000000,0.000000
V( 137),4.000000,0.000000
V( 138),8.000000,0.000000
V( 139),4.000000,0.000000
V( 140),8.000000,0.000000
V( 141),4.000000,0.000000
V( 142),4.000000,0.000000
V( 143),8.000000,0.000000
V( 144),4.000000,0.000000
V( 145),4.000000,0.000000
V( 146),8.000000,0.000000
V( 147),4.000000,0.000000
V( 148),8.000000,0.000000
V( 149),4.000000,0.000000
V( 150),8.000000,0.000000
V( 151),8.000000,0.000000
V( 152),4.000000,0.000000
V( 153),8.000000,0.000000
V( 154),8.000000,0.000000
V( 155),4.000000,0.000000
V( 156),4.000000,0.000000
V( 157),4.000000,0.000000
V( 158),4.000000,0.000000
V( 159),4.000000,0.000000
V( 160),4.000000,0.000000
V( 161),4.000000,0.000000
V( 162),4.000000,0.000000
V( 163),8.000000,0.000000
V( 164),8.000000,0.000000
V( 165),4.000000,0.000000
V( 166),4.000000,0.000000
V( 167),8.000000,0.000000
V( 168),8.000000,0.000000
V( 169),8.000000,0.000000
V( 170),4.000000,0.000000
V( 171),4.000000,0.000000
V( 172),4.000000,0.000000
V( 173),4.000000,0.000000
V( 174),8.000000,0.000000
V( 175),4.000000,0.000000
V( 176),8.000000,0.000000
V( 177),8.000000,0.000000
V( 178),4.000000,0.000000
V( 179),8.000000,0.000000
V( 180),4.000000,0.000000
