2808,0,2
G,72.00000,-39.00000
Q,39.00000,0.000000
Y,500.0000,0.000000
T,0.1122754,0.000000
L,0.4491018,0.000000
K( 1),0.000000,0.000000
K( 2),0.000000,0.000000
K( 3),6.000000,0.000000
K( 4),0.000000,0.000000
K( 5),0.000000,0.000000
K( 6),0.000000,0.000000
K( 7),6.000000,0.000000
K( 8),0.000000,0.000000
K( 9),0.000000,0.000000
K( 10),0.000000,0.000000
K( 11),0.000000,0.000000
K( 12),0.000000,0.000000
K( 13),0.000000,0.000000
K( 14),0.000000,0.000000
K( 15),0.000000,0.000000
K( 16),0.000000,0.000000
K( 17),0.000000,0.000000
K( 18),6.000000,0.000000
K( 19),0.000000,0.000000
K( 20),0.000000,0.000000
K( 21),0.000000,0.000000
K( 22),0.000000,0.000000
K( 23),0.000000,0.000000
K( 24),6.000000,0.000000
K( 25),0.000000,0.000000
K( 26),0.000000,0.000000
K( 27),6.000000,0.000000
K( 28),0.000000,0.000000
K( 29),0.000000,0.000000
K( 30),0.000000,0.000000
K( 31),0.000000,0.000000
K( 32),6.000000,0.000000
K( 33),0.000000,0.000000
K( 34),0.000000,0.000000
K( 35),0.000000,0.000000
K( 36),0.000000,0.000000
K( 37),6.000000,0.000000
K( 38),0.000000,0.000000
K( 39),0.000000,0.000000
K( 40),0.000000,0.000000
K( 41),6.000000,0.000000
K( 42),0.000000,0.000000
K( 43),0.000000,0.000000
K( 44),0.000000,0.000000
K( 45),0.000000,0.000000
K( 46),0.000000,0.000000
K( 47),0.000000,0.000000
K( 48),0.000000,0.000000
K( 49),6.000000,0.000000
K( 50),0.000000,0.000000
K( 51),0.000000,0.000000
K( 52),0.000000,0.000000
K( 53),0.000000,0.000000
K( 54),0.000000,0.000000
K( 55),6.000000,0.000000
K( 56),0.000000,0.000000
K( 57),0.000000,0.000000
K( 58),0.000000,0.000000
K( 59),0.000000,0.000000
K( 60),6.000000,0.000000
K( 61),0.000000,0.000000
K( 62),0.000000,0.000000
K( 63),6.000000,0.000000
K( 64),0.000000,0.000000
K( 65),0.000000,0.000000
K( 66),0.000000,0.000000
K( 67),0.000000,0.000000
K( 68),0.000000,0.000000
K( 69),0.000000,0.000000
K( 70),0.000000,0.000000
K( 71),0.000000,0.000000
K( 72),6.000000,0.000000
K( 73),0.000000,0.000000
K( 74),0.000000,0.000000
K( 75),0.000000,0.000000
