0,0.0
1,0.0
2,0.0
3,199.0646
4,295.4357
5,199.9997
6,265.4999
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,178.9579
17,140.6758
18,83.25897
19,97.06535
20,0.0
21,0.0
22,299.9999
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,148.5907
33,86.00413
34,101.4051
35,0.0
36,0.0
37,0.0
38,663.9999
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,218.7335
63,99.70217
64,121.564
65,0.0
66,0.0
67,0.0
68,0.0
69,197.8062
70,414.9999
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,153.1938
85,0.0
86,86.00005
87,332.9999
88,621.0
89,165.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,80.51915
109,93.98124
110,199.9997
111,265.4999
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,178.9537
122,106.7046
123,97.50504
124,116.7905
125,0.0
126,0.0
127,299.9999
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,108.1774
138,103.5259
139,124.2969
140,0.0
141,0.0
142,0.0
143,663.9999
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,293.118
168,186.4833
169,280.398
170,0.0
171,0.0
172,0.0
173,0.0
174,176.6216
175,414.9999
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,174.3784
190,0.0
191,86.00005
192,332.9999
193,621.0
194,165.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,141.6297
214,192.8707
215,199.9997
216,265.4999
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,178.9497
227,197.3055
228,122.6773
229,161.0174
230,0.0
231,0.0
232,299.9999
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,129.8623
243,92.6535
244,113.484
245,0.0
246,0.0
247,0.0
248,663.9999
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,180.8321
273,111.0754
274,148.0919
275,0.0
276,0.0
277,0.0
278,0.0
279,203.8222
280,414.9999
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,147.1778
295,0.0
296,86.00006
297,332.9999
298,621.0
299,165.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,142.8002
319,191.7006
320,199.9993
321,265.4998
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,178.9309
332,52.22723
333,51.64632
334,57.12722
335,0.0
336,0.0
337,299.9997
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,108.9113
348,101.5791
349,125.5097
350,0.0
351,0.0
352,0.0
353,663.9999
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,346.8614
378,172.024
379,241.1128
380,0.0
381,0.0
382,0.0
383,0.0
384,172.7162
385,414.9999
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,178.2839
400,0.0
401,86.00012
402,332.9998
403,621.0
404,165.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,142.033
424,192.4673
425,199.9997
426,265.4999
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,178.9562
437,122.9559
438,89.74401
439,108.3002
440,0.0
441,0.0
442,299.9999
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,222.1308
453,133.662
454,180.2071
455,0.0
456,0.0
457,0.0
458,663.9999
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,162.9132
483,102.5921
484,134.4942
485,0.0
486,0.0
487,0.0
488,0.0
489,205.9319
490,415.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,145.068
505,0.0
506,86.00005
507,332.9999
508,621.0
509,165.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,144.4728
529,190.0276
530,199.9997
531,265.4999
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,178.9528
542,107.322
543,97.34793
544,116.3302
545,0.0
546,0.0
547,299.9999
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
